id,citation_id
10.1145/3351095.3372879,10.1007/978-3-030-69649-8_3
10.1145/3351095.3372879,10.1007/978-3-030-56286-1_3
10.1145/3351095.3372879,10.1007/978-3-030-56286-1_1
10.1145/3351095.3372879,10.1126/science.abb2428
10.1145/3351095.3372879,10.1146/annurev-soc-121919-054627
10.1145/3351095.3372879,10.1057/s41599-020-00550-7
10.1145/3351095.3372879,10.5555/3524938.3525586
10.1145/3351095.3372879,10.1145/3394231.3397916
10.1145/3351095.3372879,10.1371/journal.pone.0231703
10.1145/3351095.3372879,10.1080/15295036.2020.1737327
10.1145/3351095.3372879,10.1007/978-3-319-20615-8_6
10.1145/3351095.3372879,10.1007/978-3-319-20615-8_12
10.1145/3351095.3372879,10.1007/978-3-319-20550-2_10
10.1145/3351095.3372879,10.1007/978-3-662-47666-6_6
10.1145/3351095.3372879,10.1007/978-3-662-47666-6_31
10.1145/3351095.3372879,10.1007/978-3-319-20904-3_33
10.1145/3351095.3372879,10.2139/ssrn.4123356
10.1145/3351095.3372879,10.2139/ssrn.4114905
10.1145/3351095.3372879,10.2139/ssrn.4088828
10.1145/3351095.3372879,10.2139/ssrn.3787822
10.1145/3351095.3372863,10.1017/psa.2023.145
10.1145/3351095.3372863,10.1145/3600160.3605033
10.1145/3351095.3372863,10.1145/3580305.3599180
10.1145/3351095.3372863,10.3390/info14080426
10.1145/3351095.3372863,10.1080/0886571X.2022.2111018
10.1145/3351095.3372863,10.1145/3593013.3594007
10.1145/3351095.3372863,10.1017/dap.2023.2
10.1145/3351095.3372863,10.1016/j.childyouth.2022.106689
10.1145/3351095.3372863,10.1007/s10618-022-00854-z
10.1145/3351095.3372863,10.1145/3531146.3533157
10.1145/3351095.3372863,10.1145/3531146.3533149
10.1145/3351095.3372863,10.2196/36388
10.1145/3351095.3372863,10.1177/20539517221089305
10.1145/3351095.3372863,10.1038/s42256-021-00396-x
10.1145/3351095.3372863,10.1145/3468507.3468518
10.1145/3351095.3372863,10.1145/3394486.3406708
10.1145/3351095.3372863,10.2139/ssrn.4142472
10.1145/3351095.3372863,10.2139/ssrn.4116835
10.1145/3351095.3372868,10.1145/3600160.3605004
10.1145/3351095.3372868,10.1145/3531146.3533107
10.1145/3351095.3372868,10.1145/3461702.3462528
10.1145/3351095.3372868,10.1145/3449081
10.1145/3351095.3372859,10.1145/3617694.3623237
10.1145/3351095.3372859,10.1145/3610207
10.1145/3351095.3372859,10.1145/3582515.3609519
10.1145/3351095.3372859,10.1145/3600211.3604684
10.1145/3351095.3372859,10.1145/3598469.3598557
10.1145/3351095.3372859,10.1145/3593013.3594089
10.1145/3351095.3372859,10.1145/3593013.3594067
10.1145/3351095.3372859,10.1145/3593013.3594059
10.1145/3351095.3372859,10.1145/3593013.3594033
10.1145/3351095.3372859,10.1145/3593013.3594023
10.1145/3351095.3372859,10.1145/3593013.3594016
10.1145/3351095.3372859,10.1145/3593013.3594005
10.1145/3351095.3372859,10.1145/3593013.3593986
10.1145/3351095.3372859,10.1145/3555634
10.1145/3351095.3372859,10.1145/3555546
10.1145/3351095.3372859,10.4018/IJT.291554
10.1145/3351095.3372859,10.1145/3531146.3534626
10.1145/3351095.3372859,10.1145/3531146.3533226
10.1145/3351095.3372859,10.1145/3531146.3533161
10.1145/3351095.3372859,10.1145/3531146.3533150
10.1145/3351095.3372859,10.1145/3531146.3533132
10.1145/3351095.3372859,10.1145/3533406.3533412
10.1145/3351095.3372859,10.1145/3492853
10.1145/3351095.3372859,10.1145/3461702.3462470
10.1145/3351095.3372859,10.1145/3461778.3462032
10.1145/3351095.3372859,10.1145/3411764.3445088
10.1145/3351095.3372859,10.1145/3442188.3445872
10.1145/3351095.3372853,10.1145/3617694.3623233
10.1145/3351095.3372853,10.1080/21670811.2022.2082505
10.1145/3351095.3372853,10.1145/3584931.3611282
10.1145/3351095.3372853,10.1145/3600211.3604674
10.1145/3351095.3372853,10.1145/3600211.3604657
10.1145/3351095.3372853,10.5555/3618408.3618918
10.1145/3351095.3372853,10.1007/s44206-023-00039-1
10.1145/3351095.3372853,10.1007/s00146-022-01480-5
10.1145/3351095.3372853,10.1007/978-3-031-16624-2_3
10.1145/3351095.3372853,10.1080/21670811.2022.2152195
10.1145/3351095.3372853,10.1145/3584318.3584854
10.1145/3351095.3372853,10.1177/20539517221115426
10.1145/3351095.3372853,10.1145/3531146.3533118
10.1145/3351095.3372853,10.1145/3531146.3533110
10.1145/3351095.3372853,10.1007/s43681-021-00047-2
10.1145/3351095.3372853,10.1145/3460120.3485368
10.1145/3351095.3372853,10.1109/EE-RDS53766.2021.9708589
10.1145/3351095.3372853,10.1145/3468507.3468513
10.1145/3351095.3372853,10.1145/3449177
10.1145/3351095.3372853,10.1145/3442188.3445938
10.1145/3351095.3372853,10.1145/3442188.3445885
10.1145/3351095.3372853,10.1007/978-3-030-67658-2_10
10.1145/3351095.3372853,10.1007/s42413-020-00086-3
10.1145/3351095.3372853,10.1109/ISTAS50296.2020.9462193
10.1145/3351095.3372853,10.1007/978-3-030-64793-3_25
10.1145/3351095.3372853,10.1007/978-3-030-50316-1_7
10.1145/3351095.3372853,10.2139/ssrn.4129341
10.1145/3351095.3372872,10.1145/3617377
10.1145/3351095.3372872,10.1007/978-981-99-9614-8_8
10.1145/3351095.3372872,10.1109/BigData59044.2023.10386574
10.1145/3351095.3372872,10.1145/3617694.3623234
10.1145/3351095.3372872,10.24963/ijcai.2023/57
10.1145/3351095.3372872,10.24963/ijcai.2023/56
10.1145/3351095.3372872,10.5555/3618408.3619397
10.1145/3351095.3372872,10.1007/s10994-023-06331-y
10.1145/3351095.3372872,10.1080/1369118X.2023.2166361
10.1145/3351095.3372872,10.1109/TKDE.2021.3131528
10.1145/3351095.3372872,10.1007/978-3-031-37586-6_1
10.1145/3351095.3372872,10.1007/978-3-031-25734-6_2
10.1145/3351095.3372872,10.1007/s10618-022-00854-z
10.1145/3351095.3372872,10.1145/3519420
10.1145/3351095.3372872,10.1137/21M1449944
10.1145/3351095.3372872,10.1126/science.abq4481
10.1145/3351095.3372872,10.2478/popets-2022-0023
10.1145/3351095.3372872,10.1155/2022/9281729
10.1145/3351095.3372872,10.1109/MSEC.2021.3105773
10.1145/3351095.3372872,10.1007/978-3-030-79457-6_12
10.1145/3351095.3372872,10.1007/978-3-030-76860-7_8
10.1145/3351095.3372872,10.1109/ISTAS50296.2020.9462194
10.1145/3351095.3372872,10.1007/978-3-030-57524-3_24
10.1145/3351095.3372872,10.2139/ssrn.3662612
10.1145/3351095.3372839,10.24963/ijcai.2023/55
10.1145/3351095.3372839,10.1007/s10994-022-06191-y
10.1145/3351095.3372839,10.1007/978-3-031-43415-0_15
10.1145/3351095.3372839,10.1007/s10618-022-00854-z
10.1145/3351095.3372839,10.1145/3519420
10.1145/3351095.3372839,10.1145/3531146.3533094
10.1145/3351095.3372839,10.1145/3535511.3535512
10.1145/3351095.3372839,10.1002/widm.1452
10.1145/3351095.3372839,10.1007/978-3-030-74753-4_7
10.1145/3351095.3372839,10.1145/3447548.3467389
10.1145/3351095.3372839,10.1145/3442188.3445878
10.1145/3351095.3372839,10.1145/3442188.3445865
10.1145/3351095.3372839,10.1007/s43681-021-00038-3
10.1145/3351095.3372839,10.1007/978-3-030-85713-4_9
10.1145/3351095.3372839,10.1109/ICDM50108.2020.00091
10.1145/3351095.3372839,10.1007/978-3-030-61527-7_2
10.1145/3351095.3372860,10.1145/3626252.3630939
10.1145/3351095.3372860,10.1145/3624700
10.1145/3351095.3372860,10.1007/s10676-023-09724-8
10.1145/3351095.3372860,10.1145/3600211.3604674
10.1145/3351095.3372860,10.1145/3563703.3593060
10.1145/3351095.3372860,10.1145/3593013.3594074
10.1145/3351095.3372860,10.1145/3593013.3594071
10.1145/3351095.3372860,10.1145/3593013.3593971
10.1145/3351095.3372860,10.1145/3544548.3581490
10.1145/3351095.3372860,10.1145/3544548.3580903
10.1145/3351095.3372860,10.1145/3579621
10.1145/3351095.3372860,10.1145/3469130
10.1145/3351095.3372860,10.1145/3514094.3534188
10.1145/3351095.3372860,10.1145/3531146.3533194
10.1145/3351095.3372860,10.1145/3531146.3533143
10.1145/3351095.3372860,10.1145/3531146.3533080
10.1145/3351095.3372860,10.1145/3478431.3499412
10.1145/3351095.3372860,10.1145/3461702.3462606
10.1145/3351095.3372860,10.1145/3411764.3445363
10.1145/3351095.3372860,10.1145/3411764.3445261
10.1145/3351095.3372860,10.1145/3449081
10.1145/3351095.3372860,10.1145/3442188.3445900
10.1145/3351095.3372860,10.1145/3313831.3376445
10.1145/3351095.3373152,10.1145/3531146.3534634
10.1145/3351095.3373152,10.1145/3411764.3445102
10.1145/3351095.3372844,10.1145/3626252.3630939
10.1145/3351095.3372844,10.1177/20594364241226845
10.1145/3351095.3372844,10.1007/978-3-031-50192-0_24
10.1145/3351095.3372844,10.1093/oso/9780197693025.003.0006
10.1145/3351095.3372844,10.1145/3582515.3609519
10.1145/3351095.3372844,10.1080/00031305.2022.2156612
10.1145/3351095.3372844,10.1145/3593013.3593986
10.1145/3351095.3372844,10.1186/s41239-023-00380-y
10.1145/3351095.3372844,10.1007/s44163-022-00043-3
10.1145/3351095.3372844,10.1145/3557997
10.1145/3351095.3372844,10.1002/aaai.12062
10.1145/3351095.3372844,10.1145/3465557
10.1145/3351095.3372844,10.1080/26939169.2022.2038041
10.1145/3351095.3372844,10.1007/978-3-030-96180-0_11
10.1145/3351095.3372844,10.1177/02683962211010356
10.1145/3351095.3372844,10.3390/healthcare9101329
10.1145/3351095.3372844,10.37016/mr-2020-76
10.1145/3351095.3372844,10.1145/3432911
10.1145/3351095.3375784,10.1145/3588001.3609369
10.1145/3351095.3375784,10.1016/j.ijhcs.2022.102954
10.1145/3351095.3375784,10.1145/3530190.3534802
10.1145/3351095.3372871,10.1145/3626252.3630955
10.1145/3351095.3372871,10.1145/3624700
10.1145/3351095.3372871,10.1145/3597199
10.1145/3351095.3372871,10.1145/3617694.3623242
10.1145/3351095.3372871,10.1145/3617694.3623233
10.1145/3351095.3372871,10.1145/3617694.3623230
10.1145/3351095.3372871,10.1145/3610207
10.1145/3351095.3372871,10.1145/3610203
10.1145/3351095.3372871,10.1145/3582515.3609519
10.1145/3351095.3372871,10.1145/3568813.3600121
10.1145/3351095.3372871,10.1145/3593013.3594120
10.1145/3351095.3372871,10.1145/3593013.3594100
10.1145/3351095.3372871,10.1145/3593013.3594033
10.1145/3351095.3372871,10.1145/3593013.3594023
10.1145/3351095.3372871,10.1145/3593013.3594022
10.1145/3351095.3372871,10.1145/3593013.3593974
10.1145/3351095.3372871,10.1145/3544548.3581308
10.1145/3351095.3372871,10.1145/3544548.3581026
10.1145/3351095.3372871,10.1145/3544548.3580658
10.1145/3351095.3372871,10.1145/3565967.3571759
10.1145/3351095.3372871,10.1145/3555634
10.1145/3351095.3372871,10.1145/3555546
10.1145/3351095.3372871,10.1145/3555207
10.1145/3351095.3372871,10.1145/3551624.3555288
10.1145/3351095.3372871,10.1145/3513137
10.1145/3351095.3372871,10.1145/3490486.3538322
10.1145/3351095.3372871,10.1145/3572334.3572400
10.1145/3351095.3372871,10.1145/3531146.3534646
10.1145/3351095.3372871,10.1145/3531146.3534634
10.1145/3351095.3372871,10.1145/3531146.3533228
10.1145/3351095.3372871,10.1145/3531146.3533223
10.1145/3351095.3372871,10.1145/3531146.3533186
10.1145/3351095.3372871,10.1145/3531146.3533165
10.1145/3351095.3372871,10.1145/3531146.3533145
10.1145/3351095.3372871,10.1145/3531146.3533118
10.1145/3351095.3372871,10.1145/3531146.3533107
10.1145/3351095.3372871,10.1145/3532106.3533512
10.1145/3351095.3372871,10.1145/3491102.3517742
10.1145/3351095.3372871,10.1145/3491102.3517467
10.1145/3351095.3372871,10.1145/3491102.3502004
10.1145/3351095.3372871,10.1145/3512914
10.1145/3351095.3372871,10.1145/3477502
10.1145/3351095.3372871,10.1007/s10676-022-09622-5
10.1145/3351095.3372871,10.1145/3478431.3499291
10.1145/3351095.3372871,10.1145/3458037
10.1145/3351095.3372871,10.1145/3476058
10.1145/3351095.3372871,10.1145/3465416.3483302
10.1145/3351095.3372871,10.1145/3461702.3462612
10.1145/3351095.3372871,10.1145/3411764.3445130
10.1145/3351095.3372871,10.1145/3411764.3445113
10.1145/3351095.3372871,10.1145/3449148
10.1145/3351095.3372871,10.1145/3442188.3445919
10.1145/3351095.3372871,10.1145/3442188.3445912
10.1145/3351095.3372871,10.1145/3442188.3445885
10.1145/3351095.3372871,10.1145/3442188.3445872
10.1145/3351095.3372871,10.1145/3432908
10.1145/3351095.3372871,10.5555/3495724.3496160
10.1145/3351095.3372871,10.5555/3524938.3525114
10.1145/3351095.3372871,10.1145/3366423.3380066
10.1145/3351095.3372871,10.1145/3636509
10.1145/3351095.3372856,10.1145/3593013.3594104
10.1145/3351095.3372856,10.1145/3593013.3594090
10.1145/3351095.3372856,10.1145/3544549.3585735
10.1145/3351095.3372856,10.1145/3544548.3581500
10.1145/3351095.3372856,10.1016/j.telpol.2022.102411
10.1145/3351095.3372856,10.1145/3531146.3533133
10.1145/3351095.3372856,10.1145/3532107.3532875
10.1145/3351095.3372856,10.1145/3411763.3451805
10.1145/3351095.3372834,10.1145/3610578
10.1145/3351095.3372834,10.1145/3626705.3627773
10.1145/3351095.3372834,10.1145/3609262
10.1145/3351095.3372834,10.1145/3604915.3608873
10.1145/3351095.3372834,10.1145/3542818
10.1145/3351095.3372834,10.1145/3593013.3594010
10.1145/3351095.3372834,10.1145/3593013.3593994
10.1145/3351095.3372834,10.1145/3593013.3593986
10.1145/3351095.3372834,10.1145/3593013.3593978
10.1145/3351095.3372834,10.1109/MC.2023.3236564
10.1145/3351095.3372834,10.1145/3576047
10.1145/3351095.3372834,10.1145/3546917
10.1145/3351095.3372834,10.1145/3581641.3584044
10.1145/3351095.3372834,10.1145/3511808.3557637
10.1145/3351095.3372834,10.1145/3544999.3552528
10.1145/3351095.3372834,10.1145/3514094.3534159
10.1145/3351095.3372834,10.1145/3514094.3534158
10.1145/3351095.3372834,10.1145/3520304.3533966
10.1145/3351095.3372834,10.1145/3531146.3534638
10.1145/3351095.3372834,10.1145/3531146.3533196
10.1145/3351095.3372834,10.1145/3531146.3533182
10.1145/3351095.3372834,10.1145/3532106.3533462
10.1145/3351095.3372834,10.1145/3491102.3517533
10.1145/3351095.3372834,10.1145/3491102.3501967
10.1145/3351095.3372834,10.1109/TSP.2022.3168490
10.1145/3351095.3372834,10.1145/3463677.3463733
10.1145/3351095.3372834,10.1145/3442188.3445923
10.1145/3351095.3372834,10.1145/3442188.3445890
10.1145/3351095.3372834,10.1145/3442188.3445871
10.1145/3351095.3372876,10.1007/978-981-99-7022-3_44
10.1145/3351095.3372876,10.1145/3579363
10.1145/3351095.3372876,10.1080/10511482.2022.2113815
10.1145/3351095.3372876,10.1145/3617694.3623252
10.1145/3351095.3372876,10.1145/3617694.3623251
10.1145/3351095.3372876,10.1145/3617694.3623247
10.1145/3351095.3372876,10.1007/s11063-022-10826-5
10.1145/3351095.3372876,10.1007/s11229-023-04334-9
10.1145/3351095.3372876,10.1109/AIKE59827.2023.00013
10.1145/3351095.3372876,10.24963/ijcai.2023/45
10.1145/3351095.3372876,10.1145/3600211.3604704
10.1145/3351095.3372876,10.1145/3600211.3604676
10.1145/3351095.3372876,10.5555/3618408.3619205
10.1145/3351095.3372876,10.5555/3618408.3618734
10.1145/3351095.3372876,10.1007/s11229-023-04260-w
10.1145/3351095.3372876,10.1145/3593013.3594081
10.1145/3351095.3372876,10.1145/3593013.3594057
10.1145/3351095.3372876,10.1145/3527848
10.1145/3351095.3372876,10.1145/3544548.3581161
10.1145/3351095.3372876,10.1111/cgf.14733
10.1145/3351095.3372876,10.2139/ssrn.4557309
10.1145/3351095.3372876,10.1007/978-3-031-44064-9_16
10.1145/3351095.3372876,10.1007/978-3-031-31414-8_2
10.1145/3351095.3372876,10.1017/epi.2022.39
10.1145/3351095.3372876,10.1007/s10618-022-00878-5
10.1145/3351095.3372876,10.1109/ISTAS55053.2022.10227099
10.1145/3351095.3372876,10.1007/s10618-022-00889-2
10.1145/3351095.3372876,10.3758/s13428-022-01986-2
10.1145/3351095.3372876,10.1145/3514094.3534185
10.1145/3351095.3372876,10.1145/3531146.3534628
10.1145/3351095.3372876,10.1145/3531146.3533202
10.1145/3351095.3372876,10.1145/3531146.3533160
10.1145/3351095.3372876,10.1111/jopp.12262
10.1145/3351095.3372876,10.5555/3535850.3536026
10.1145/3351095.3372876,10.1007/s11023-021-09580-9
10.1145/3351095.3372876,10.1109/ACCESS.2022.3196917
10.1145/3351095.3372876,10.1017/can.2021.39
10.1145/3351095.3372876,10.1007/978-3-031-04083-2_8
10.1145/3351095.3372876,10.1527/tjsai.36-6_C-L44
10.1145/3351095.3372876,10.1515/sats-2020-0016
10.1145/3351095.3372876,10.14778/3476311.3476345
10.1145/3351095.3372876,10.1007/s10676-021-09599-7
10.1145/3351095.3372876,10.1145/3448016.3458455
10.1145/3351095.3372876,10.1145/3449280
10.1145/3351095.3372876,10.1145/3442188.3445899
10.1145/3351095.3372876,10.1109/TIFS.2021.3117075
10.1145/3351095.3372876,10.5555/3495724.3496746
10.1145/3351095.3372876,10.5555/3495724.3495747
10.1145/3351095.3372876,10.5555/3524938.3525743
10.1145/3351095.3372876,10.5555/3524938.3525447
10.1145/3351095.3372876,10.1145/3351095.3372830
10.1145/3351095.3372876,10.2139/ssrn.4020557
10.1145/3351095.3373157,10.1145/3616961.3616978
10.1145/3351095.3373157,10.1145/3593013.3593996
10.1145/3351095.3373157,10.1145/3544548.3581482
10.1145/3351095.3373157,10.1145/3491102.3502121
10.1145/3351095.3373157,10.1145/3442188.3445943
10.1145/3351095.3373157,10.1145/3415186
10.1145/3351095.3372852,10.1115/1.4064565
10.1145/3351095.3372852,10.1109/TPAMI.2023.3331846
10.1145/3351095.3372852,10.1016/j.ejrad.2024.111389
10.1145/3351095.3372852,10.1145/3635474
10.1145/3351095.3372852,10.1145/3610578
10.1145/3351095.3372852,10.1177/00187208221100691
10.1145/3351095.3372852,10.1007/s42087-024-00399-1
10.1145/3351095.3372852,10.1145/3636243.3636248
10.1145/3351095.3372852,10.1145/3631614
10.1145/3351095.3372852,10.1145/3588594
10.1145/3351095.3372852,10.1145/3588320
10.1145/3351095.3372852,10.4018/978-1-6684-7625-3.ch006
10.1145/3351095.3372852,10.1145/3631414
10.1145/3351095.3372852,10.1145/3626705.3627773
10.1145/3351095.3372852,10.1109/TII.2023.3247020
10.1145/3351095.3372852,10.1177/00187208211047323
10.1145/3351095.3372852,10.1016/j.chb.2023.107874
10.1145/3351095.3372852,10.1155/2023/4637678
10.1145/3351095.3372852,10.1145/3571813
10.1145/3351095.3372852,10.1145/3534561
10.1145/3351095.3372852,10.1145/3511605
10.1145/3351095.3372852,10.1145/3617694.3623226
10.1145/3351095.3372852,10.1145/3586183.3606810
10.1145/3351095.3372852,10.1145/3586182.3615796
10.1145/3351095.3372852,10.1177/21695067231192240
10.1145/3351095.3372852,10.1145/3616961.3616965
10.1145/3351095.3372852,10.1080/13669877.2023.2259406
10.1145/3351095.3372852,10.1145/3610222
10.1145/3351095.3372852,10.1145/3610219
10.1145/3351095.3372852,10.1145/3610206
10.1145/3351095.3372852,10.1145/3610189
10.1145/3351095.3372852,10.1145/3610102
10.1145/3351095.3372852,10.1145/3610101
10.1145/3351095.3372852,10.1145/3610100
10.1145/3351095.3372852,10.1145/3610072
10.1145/3351095.3372852,10.1145/3610069
10.1145/3351095.3372852,10.1145/3610068
10.1145/3351095.3372852,10.1145/3610067
10.1145/3351095.3372852,10.1145/3610064
10.1145/3351095.3372852,10.3389/frai.2023.1249322
10.1145/3351095.3372852,10.1007/s41060-023-00445-1
10.1145/3351095.3372852,10.1177/21695067231193673
10.1145/3351095.3372852,10.24963/ijcai.2023/343
10.1145/3351095.3372852,10.24963/ijcai.2023/339
10.1145/3351095.3372852,10.24963/ijcai.2023/337
10.1145/3351095.3372852,10.3390/healthcare11162308
10.1145/3351095.3372852,10.1186/s12911-023-02254-9
10.1145/3351095.3372852,10.3390/ai4030034
10.1145/3351095.3372852,10.1177/00187208231190459
10.1145/3351095.3372852,10.1145/3600211.3604726
10.1145/3351095.3372852,10.1145/3600211.3604709
10.1145/3351095.3372852,10.5555/3618408.3619761
10.1145/3351095.3372852,10.1145/3571884.3603755
10.1145/3351095.3372852,10.3389/fcomp.2023.1151150
10.1145/3351095.3372852,10.1177/17456916231181102
10.1145/3351095.3372852,10.1109/ICMLC58545.2023.10327953
10.1145/3351095.3372852,10.1016/j.chb.2023.107714
10.1145/3351095.3372852,10.1145/3565472.3592959
10.1145/3351095.3372852,10.1080/10447318.2023.2221605
10.1145/3351095.3372852,10.1145/3593013.3594104
10.1145/3351095.3372852,10.1145/3593013.3594069
10.1145/3351095.3372852,10.1145/3593013.3594043
10.1145/3351095.3372852,10.1145/3593013.3594036
10.1145/3351095.3372852,10.1145/3593013.3594001
10.1145/3351095.3372852,10.1145/3593013.3593978
10.1145/3351095.3372852,10.23919/JSC.2023.0002
10.1145/3351095.3372852,10.5555/3545946.3598916
10.1145/3351095.3372852,10.5555/3545946.3598654
10.1145/3351095.3372852,10.1080/1463922X.2022.2086644
10.1145/3351095.3372852,10.1109/ICSE48619.2023.00089
10.1145/3351095.3372852,10.1080/10447318.2022.2101698
10.1145/3351095.3372852,10.1080/10447318.2022.2097601
10.1145/3351095.3372852,10.1145/3544549.3585727
10.1145/3351095.3372852,10.1145/3544549.3573867
10.1145/3351095.3372852,10.1145/3544549.3573832
10.1145/3351095.3372852,10.1145/3544549.3573831
10.1145/3351095.3372852,10.1145/3544548.3581500
10.1145/3351095.3372852,10.1145/3544548.3581469
10.1145/3351095.3372852,10.1145/3544548.3581366
10.1145/3351095.3372852,10.1145/3544548.3581282
10.1145/3351095.3372852,10.1145/3544548.3581219
10.1145/3351095.3372852,10.1145/3544548.3581197
10.1145/3351095.3372852,10.1145/3544548.3581131
10.1145/3351095.3372852,10.1145/3544548.3581075
